speaker_id,n_seg,hours,n_words,n_chars,wer_A,cer_A,wer_B,cer_B,gain_abs,gain_rel
30698,3,0.19963888888888887,980,5202,0.1989795918367347,0.09746251441753172,0.13163265306122449,0.0784313725490196,0.0673469387755102,0.3384615384615385
30700,20,1.0271083333333333,6068,33440,0.15672379696769942,0.07320574162679426,0.07926829268292683,0.04084928229665072,0.07745550428477259,0.49421661409043116
30701,94,3.8214944444444447,26341,139572,0.15439808663300558,0.07429140515289599,0.07015678979537603,0.041183045309947555,0.08424129683762956,0.5456110154905336
30702,25,1.370838888888889,8132,45739,0.1501475651746188,0.05791556439799733,0.05705853418593212,0.02807232340016179,0.09308903098868668,0.61998361998362
30703,68,2.6660388888888886,17698,94582,0.1924511244208385,0.09732295785667464,0.10080235054808453,0.05802372544458777,0.09164877387275397,0.47621843805049907
30704,152,5.946502777777779,38955,201902,0.15363881401617252,0.07198541866846292,0.07945064818380182,0.04514566472843261,0.0741881658323707,0.482873851294904
30705,66,3.318244444444445,20563,108903,0.14331566405680105,0.07441484623931388,0.08053299615814813,0.049961892693497885,0.06278266789865292,0.43807261621988464
30706,93,3.7335944444444444,23885,126875,0.188570232363408,0.1003192118226601,0.10542181285325518,0.06590738916256157,0.08314841951015282,0.44094138543516875
30707,15,0.41245833333333337,2641,14347,0.3358576296857251,0.15696661322924654,0.16773949261643317,0.08970516484282429,0.1681181370692919,0.5005636978579481
30708,76,2.5859444444444444,18135,95700,0.16156603253377447,0.08743991640543365,0.08524951750758203,0.054932079414838034,0.07631651502619244,0.4723549488054607
